HYDROID,LONGITUDE,LATITUDE,station type
200180604.0,-90.6236763,45.800734000000006,fewer than 10 measurements
200153406.0,-91.763954,45.216015000000006,fewer than 10 measurements
200018509.0,-89.622475,42.91335,fewer than 10 measurements
200188939.0,-92.2403738,45.9898365,fewer than 10 measurements
200102724.0,-88.0245648,44.4355034,less than 1 year
200085079.0,-89.0988668,44.247347,fewer than 10 measurements
200082997.0,-89.20908,44.213203,less than 1 year
200076947.0,-89.719536,44.140724,less than 1 year
200210858.0,-89.748184,44.07564,less than 1 year
200089293.0,-89.8018,44.300213,fewer than 10 measurements
200106090.0,-88.0723194,44.478601700000006,fewer than 10 measurements
200163305.0,-92.0871313,45.4071959,fewer than 10 measurements
200076820.0,-89.719765,44.141052,less than 1 year
200205926.0,-91.9965281,46.6727365,fewer than 10 measurements
200204470.0,-91.9922,46.60413,fewer than 10 measurements
200209576.0,-89.035226,43.8167796,less than 1 year
200193873.0,-92.284546,46.164616,fewer than 10 measurements
200063841.0,-89.44546340000001,43.9378685,fewer than 10 measurements
200025141.0,-89.9861268,43.067367700000005,fewer than 10 measurements
200019260.0,-88.265366,42.918163,fewer than 10 measurements
200164558.0,-92.4645,45.4248,fewer than 10 measurements
200202079.0,-91.1596185,46.5168579,fewer than 10 measurements
200207251.0,-91.0112351,46.8177807,fewer than 10 measurements
200111550.0,-87.6594,44.554382,fewer than 10 measurements
200083286.0,-87.66574,44.19673,fewer than 10 measurements
200025843.0,-89.97047509999999,43.0859377,fewer than 10 measurements
200023596.0,-90.0296623,43.0288199,fewer than 10 measurements
200198355.0,-90.2454,46.35931,fewer than 10 measurements
200054925.0,-89.61749,43.73073,less than 1 year
200082992.0,-89.5987738,44.2139729,fewer than 10 measurements
200065720.0,-89.73628000000001,43.981823,fewer than 10 measurements
200089215.0,-89.5893986,44.303149700000006,fewer than 10 measurements
200109151.0,-89.0015882,44.510954600000005,fewer than 10 measurements
200142260.0,-88.9652033,45.043172600000005,fewer than 10 measurements
200078446.0,-89.06529,44.155632,fewer than 10 measurements
200080929.0,-89.0555982,44.1845611,fewer than 10 measurements
200124290.0,-87.525192,44.7360891,fewer than 10 measurements
200124387.0,-87.5256454,44.7372849,fewer than 10 measurements
200205830.0,-92.1339612,46.6672999,fewer than 10 measurements
200095187.0,-88.1611834,44.348511,fewer than 10 measurements
200212089.0,-89.4241113,45.3767194,fewer than 10 measurements
200191062.0,-90.7398515,46.0699343,fewer than 10 measurements
200072763.0,-89.0386142,44.0862175,fewer than 10 measurements
200070623.0,-89.04749670000001,44.0592357,fewer than 10 measurements
200062951.0,-89.45389,43.8967,fewer than 10 measurements
200063370.0,-89.4929429,43.9212643,less than 1 year
200146138.0,-88.97406959999999,45.0947305,fewer than 10 measurements
200147107.0,-88.9582237,45.1324578,fewer than 10 measurements
200090426.0,-89.1631835,44.3130894,fewer than 10 measurements
200087600.0,-89.116196,44.27911,fewer than 10 measurements
200127987.0,-89.2944142,44.8127275,fewer than 10 measurements
200122174.0,-89.22966269999999,44.7538241,fewer than 10 measurements
200123551.0,-89.22095490000001,44.7690471,fewer than 10 measurements
200209706.0,-88.89954200000001,45.1283441,fewer than 10 measurements
200212183.0,-88.8850306,45.168275,fewer than 10 measurements
200211124.0,-88.8486807,45.1319933,fewer than 10 measurements
200141557.0,-89.18349,45.0331569,fewer than 10 measurements
200134771.0,-88.793901,44.9211713,fewer than 10 measurements
200061140.0,-89.8994,43.876904,fewer than 10 measurements
200150705.0,-88.8463607,45.1579222,fewer than 10 measurements
200143839.0,-88.676547,45.0657379,less than 1 year
200147239.0,-88.8006745,45.139023,fewer than 10 measurements
200209917.0,-88.803505,45.169945,less than 1 year
200131440.0,-88.9556931,44.87501760000001,fewer than 10 measurements
200137366.0,-89.02972559999999,44.9711955,fewer than 10 measurements
200131580.0,-88.73689,44.87315,fewer than 10 measurements
200100482.0,-89.56914559999998,44.4245338,fewer than 10 measurements
200209808.0,-89.184197,44.7605064,fewer than 10 measurements
200061108.0,-89.5373008,43.8723723,fewer than 10 measurements
200115724.0,-89.1187598,44.6293098,fewer than 10 measurements
200118776.0,-89.16587,44.671417,fewer than 10 measurements
200119201.0,-88.8475635,44.67109179999999,fewer than 10 measurements
200084666.0,-89.1839,44.23266,fewer than 10 measurements
200121156.0,-89.36119790000001,44.715194200000006,fewer than 10 measurements
200104674.0,-89.15385,44.4656,fewer than 10 measurements
200211086.0,-89.06688,44.248577,fewer than 10 measurements
200211398.0,-89.05672,44.242077,fewer than 10 measurements
200104221.0,-89.54821,44.472115,fewer than 10 measurements
200065696.0,-89.77787,43.983746,fewer than 10 measurements
200142708.0,-88.94244959999999,45.0458321,less than 1 year
200076988.0,-89.05755699999999,44.1409103,fewer than 10 measurements
200211938.0,-89.1140489,44.13145170000001,fewer than 10 measurements
200123466.0,-89.33851999999999,44.74892979999999,less than 1 year
200088126.0,-89.0814665,44.2865408,fewer than 10 measurements
200148341.0,-88.882194,45.1394934,fewer than 10 measurements
200083609.0,-89.05192,44.218628,fewer than 10 measurements
200145741.0,-89.0170286,45.1014484,fewer than 10 measurements
200209821.0,-89.094308,45.0084109,fewer than 10 measurements
200143135.0,-89.1609934,45.058449200000005,less than 1 year
200136913.0,-89.13821999999999,44.964966,less than 1 year
200118713.0,-88.856255,44.671158,fewer than 10 measurements
200117434.0,-88.83126,44.6523,fewer than 10 measurements
200102699.0,-89.0160572,44.4479983,fewer than 10 measurements
200108162.0,-89.0804152,44.5112838,fewer than 10 measurements
200105932.0,-89.0466501,44.4889006,fewer than 10 measurements
200142617.0,-89.0626157,45.0162047,fewer than 10 measurements
200084020.0,-89.00604,44.230072,fewer than 10 measurements
200123780.0,-88.7471011,44.7440593,fewer than 10 measurements
200125220.0,-88.77881,44.76393,fewer than 10 measurements
200070413.0,-89.3649917,44.0587092,fewer than 10 measurements
200142222.0,-89.1384,45.04388,fewer than 10 measurements
200212173.0,-89.1893746,44.9276308,fewer than 10 measurements
200212289.0,-89.17403399999999,44.871914,fewer than 10 measurements
200057896.0,-89.4601632,43.7883939,fewer than 10 measurements
200053122.0,-89.5659959,43.6916174,fewer than 10 measurements
200141701.0,-88.91102679999999,45.0210409,fewer than 10 measurements
200075451.0,-89.2126369,44.1341286,fewer than 10 measurements
200101799.0,-89.18947,44.439236,fewer than 10 measurements
200082396.0,-89.18401690000002,44.1988565,fewer than 10 measurements
200089309.0,-89.77032,44.304874,less than 1 year
200101593.0,-89.233604,44.434437,fewer than 10 measurements
200211857.0,-88.629295,44.766674,fewer than 10 measurements
200125680.0,-88.68494,44.76671,fewer than 10 measurements
200144075.0,-89.0119755,45.0726896,fewer than 10 measurements
200131317.0,-89.21053509999999,44.88513579999999,fewer than 10 measurements
200086349.0,-89.2589,44.265438,fewer than 10 measurements
200128025.0,-88.9608128,44.8119128,fewer than 10 measurements
200146357.0,-88.9920453,45.1032751,fewer than 10 measurements
200134674.0,-89.0673895,44.964420700000005,fewer than 10 measurements
200097978.0,-89.3507558,44.3863648,fewer than 10 measurements
200129394.0,-89.2546402,44.8414666,fewer than 10 measurements
200122633.0,-89.12841999999999,44.73751,fewer than 10 measurements
200211655.0,-88.8477438,44.8748631,fewer than 10 measurements
200112932.0,-89.36267020000001,44.5925726,fewer than 10 measurements
200128642.0,-89.1584552,44.8196876,fewer than 10 measurements
200066422.0,-89.16838890000001,43.9931675,fewer than 10 measurements
200065956.0,-89.128624,43.987514,fewer than 10 measurements
200130723.0,-89.0226165,44.8602403,fewer than 10 measurements
200131359.0,-89.0623241,44.8701519,fewer than 10 measurements
200131308.0,-89.24699670000001,44.8850291,less than 1 year
200129763.0,-89.1779651,44.8415304,fewer than 10 measurements
200069744.0,-89.0960685,44.0425182,fewer than 10 measurements
200098068.0,-89.3276204,44.3897579,fewer than 10 measurements
200130906.0,-88.84840990000001,44.8593367,fewer than 10 measurements
200128139.0,-88.8893391,44.8112062,fewer than 10 measurements
200142358.0,-89.12239559999999,45.0493118,fewer than 10 measurements
200151111.0,-88.843018,45.1827221,fewer than 10 measurements
200070780.0,-89.066848,44.0591214,fewer than 10 measurements
200130625.0,-89.091027,44.856341,fewer than 10 measurements
200133092.0,-89.0829597,44.8995832,fewer than 10 measurements
200132393.0,-89.1998427,44.885068,fewer than 10 measurements
200135955.0,-88.9320439,44.94300870000001,fewer than 10 measurements
200142891.0,-88.9901441,45.050622100000005,fewer than 10 measurements
200209989.0,-88.95618409999999,44.8773921,fewer than 10 measurements
200125931.0,-88.64611640000001,44.7675608,fewer than 10 measurements
200134130.0,-89.0366145,44.9136769,fewer than 10 measurements
200107351.0,-89.1838675,44.510816600000005,less than 1 year
200066058.0,-89.2464201,43.9879915,fewer than 10 measurements
200069928.0,-89.2939,44.052547,fewer than 10 measurements
200066784.0,-89.15649029999999,44.0113569,fewer than 10 measurements
200137726.0,-88.99768329999999,44.9785657,fewer than 10 measurements
200126150.0,-89.102701,44.7861475,fewer than 10 measurements
200126393.0,-89.1112475,44.782908500000005,fewer than 10 measurements
200125888.0,-89.1067075,44.775667,fewer than 10 measurements
200123513.0,-89.0098438,44.7420819,fewer than 10 measurements
200122773.0,-88.94020340000002,44.72681729999999,fewer than 10 measurements
200124936.0,-89.0297033,44.768007700000005,fewer than 10 measurements
200126666.0,-89.04762629999999,44.7896515,fewer than 10 measurements
200125288.0,-89.3387179,44.7694953,fewer than 10 measurements
200143249.0,-88.938787,45.0528327,fewer than 10 measurements
200121694.0,-89.3137043,44.7174734,fewer than 10 measurements
200112613.0,-89.29452009999999,44.5850737,fewer than 10 measurements
200120912.0,-89.2043537,44.705573,fewer than 10 measurements
200126326.0,-89.27506650000001,44.7901923,fewer than 10 measurements
200120072.0,-89.1483643,44.6992524,fewer than 10 measurements
200131188.0,-88.83094,44.863240000000005,fewer than 10 measurements
200143140.0,-89.093506,45.059784,less than 1 year
200135017.0,-88.839554,44.928257,fewer than 10 measurements
200092357.0,-88.996346,44.329502000000005,less than 1 year
200088988.0,-89.0726353,44.298387,fewer than 10 measurements
200087686.0,-88.99641,44.27997,fewer than 10 measurements
200079117.0,-89.25218000000001,44.162655,less than 1 year
200125577.0,-88.7556004,44.7678333,fewer than 10 measurements
200081154.0,-89.24727879999999,44.1902769,fewer than 10 measurements
200113589.0,-89.0819231,44.6046433,fewer than 10 measurements
200135481.0,-88.95494980000001,44.9248097,fewer than 10 measurements
200080477.0,-89.1721525,44.1811912,fewer than 10 measurements
200131075.0,-89.11354,44.847908,fewer than 10 measurements
200078432.0,-89.18974,44.141125,fewer than 10 measurements
200070348.0,-89.0285402,44.0557169,fewer than 10 measurements
200160630.0,-92.2394332,45.353287,fewer than 10 measurements
200201260.0,-91.86516,46.47439,fewer than 10 measurements
200171386.0,-91.21363,45.591354,fewer than 10 measurements
200184032.0,-89.65387,45.88244,fewer than 10 measurements
200205517.0,-92.08208,46.6478,fewer than 10 measurements
200211237.0,-92.126281,46.52023,fewer than 10 measurements
200200857.0,-92.1640211,46.4489989,fewer than 10 measurements
200200291.0,-92.1963717,46.4138618,fewer than 10 measurements
200015775.0,-88.41805,42.855587,less than 1 year
200212130.0,-88.24366690000001,43.0049941,fewer than 10 measurements
200021420.0,-89.32241020000001,42.9748768,less than 1 year
200003360.0,-87.9814,42.560997,less than 1 year
200022827.0,-88.299736,43.00724,less than 1 year
200117734.0,-92.01763,44.638638,less than 1 year
200025468.0,-91.00767,43.06665,less than 1 year
200057354.0,-87.9806,43.76083,less than 1 year
200058654.0,-87.99818,43.808254,less than 1 year
200024996.0,-89.00413499999999,43.04995,less than 1 year
200144750.0,-91.8794111,45.0585062,less than 1 year
200007116.0,-89.00356,42.669296,less than 1 year
200024844.0,-88.00461,43.04401,less than 1 year
200127468.0,-88.4795739,44.7985084,less than 1 year
200068073.0,-88.60059,44.011074,less than 1 year
200066216.0,-89.14697,43.991276,less than 1 year
200124967.0,-90.2517634,44.7718516,less than 1 year
200033610.0,-88.003334,43.25517,fewer than 10 measurements
200211259.0,-88.49405,43.132618,fewer than 10 measurements
200211583.0,-89.0044983,42.512675,less than 1 year
200074004.0,-88.20661,44.08777,less than 1 year
200003564.0,-89.4846,42.58736,less than 1 year
200003611.0,-89.50235579999999,42.5883884,less than 1 year
200127247.0,-88.3986046,44.79472379999999,less than 1 year
200126809.0,-88.4344635,44.7805095,less than 1 year
200026690.0,-89.166885,43.104977000000005,less than 1 year
200153367.0,-87.752014,45.207367,less than 1 year
200130302.0,-92.23601,44.839893,less than 1 year
200129445.0,-88.4682717,44.8312907,less than 1 year
200129147.0,-88.50123,44.83131,less than 1 year
200034008.0,-89.34456259999999,43.2794334,fewer than 10 measurements
200003676.0,-89.50426,42.59069,less than 1 year
200020942.0,-88.22295,42.95523,less than 1 year
200024675.0,-88.21048,43.042072,less than 1 year
200072394.0,-89.14705,44.07495,less than 1 year
200027747.0,-90.11603,43.130383,less than 1 year
200040228.0,-88.32612320000001,43.4180706,fewer than 10 measurements
200024086.0,-88.40133,43.013737,less than 1 year
200171538.0,-89.64231,45.60807,less than 1 year
200025238.0,-88.31395,43.05725,less than 1 year
200084792.0,-91.68111,44.231945,less than 1 year
200026927.0,-89.49040749999999,43.1097675,fewer than 10 measurements
200046827.0,-90.738174,43.555004,less than 1 year
200008347.0,-89.42865,42.697556,less than 1 year
200056372.0,-87.98408,43.742554,less than 1 year
200106247.0,-92.18303,44.47776,fewer than 10 measurements
200093923.0,-88.64424,44.335842,fewer than 10 measurements
200016978.0,-90.360725,42.88728,fewer than 10 measurements
200087505.0,-88.3059127,44.2647198,fewer than 10 measurements
200076836.0,-89.032814,44.137432,less than 1 year
200079827.0,-89.12961999999999,44.179024,less than 1 year
200047816.0,-90.65693,43.578407,less than 1 year
200108924.0,-89.17535,44.537457,less than 1 year
200154574.0,-90.14795,45.25218,fewer than 10 measurements
200023854.0,-89.645996,43.03571,less than 1 year
200146649.0,-90.04408000000001,45.116158,fewer than 10 measurements
200053539.0,-88.84388,43.6852,fewer than 10 measurements
200110956.0,-92.09498,44.550457,fewer than 10 measurements
200095804.0,-88.191404,44.3549775,fewer than 10 measurements
200025291.0,-90.52398,43.0687,fewer than 10 measurements
200101637.0,-88.127144,44.41406,fewer than 10 measurements
200108268.0,-87.93633,44.501118,fewer than 10 measurements
200040343.0,-87.97651,43.396687,fewer than 10 measurements
200076619.0,-87.70291999999999,44.110508,fewer than 10 measurements
200021225.0,-88.63499,42.97131,fewer than 10 measurements
200006865.0,-87.87504,42.64798,fewer than 10 measurements
200111125.0,-91.68755,44.556675,less than 1 year
200022802.0,-88.13311,42.993023,fewer than 10 measurements
200024882.0,-87.99316999999999,43.042713,fewer than 10 measurements
200115233.0,-91.883766,44.61296,fewer than 10 measurements
200030189.0,-87.96504,43.169617,less than 1 year
200070737.0,-87.93849,44.036556,less than 1 year
200013533.0,-89.06371999999999,42.833576,less than 1 year
200165436.0,-91.39893,45.460003,fewer than 10 measurements
200010181.0,-89.29885999999999,42.751133,fewer than 10 measurements
200024920.0,-88.92604,43.054604,less than 1 year
200054345.0,-89.85325999999999,43.72175,fewer than 10 measurements
200127938.0,-91.94232,44.798393,fewer than 10 measurements
200204482.0,-91.89286,46.610226,less than 1 year
200002570.0,-89.3975,42.56055,less than 1 year
200197924.0,-91.81541,46.328182,less than 1 year
200210614.0,-89.69068,43.11807,fewer than 10 measurements
200026762.0,-88.28607,43.093334000000006,less than 1 year
200039355.0,-90.728935,43.40836,less than 1 year
200102206.0,-90.130295,44.442398,fewer than 10 measurements
200043117.0,-90.97139,43.48298,fewer than 10 measurements
200211074.0,-87.7367284,43.7843264,less than 1 year
200036177.0,-87.9166067,43.3205739,less than 1 year
200205354.0,-91.63025,46.63526,fewer than 10 measurements
200021701.0,-87.96021999999999,42.971634,fewer than 10 measurements
200120501.0,-90.07328,44.701416,fewer than 10 measurements
200022702.0,-87.984955,42.98338,fewer than 10 measurements
200026413.0,-88.261475,43.08452,less than 1 year
200211928.0,-88.007774,43.6598,fewer than 10 measurements
200024473.0,-88.16046999999999,43.03141,fewer than 10 measurements
200023132.0,-88.153755,43.002506,fewer than 10 measurements
200003061.0,-87.94633499999999,42.575283,fewer than 10 measurements
200029978.0,-88.38418,43.16199,less than 1 year
200027840.0,-87.93978,43.12084,fewer than 10 measurements
200113667.0,-90.04506579999999,44.6074659,fewer than 10 measurements
200056787.0,-88.45266,43.758175,less than 1 year
200148118.0,-92.45063,45.115944,less than 1 year
200210943.0,-88.51801999999999,42.92798,fewer than 10 measurements
200091521.0,-90.833595,44.323174,fewer than 10 measurements
200027930.0,-88.246086,43.10007,fewer than 10 measurements
200040594.0,-88.11718,43.42302,fewer than 10 measurements
200040458.0,-88.14532,43.41959,fewer than 10 measurements
200035157.0,-89.5265,43.31286,fewer than 10 measurements
200022458.0,-88.27245140000001,42.9818118,fewer than 10 measurements
200027485.0,-89.18243000000001,43.11868,less than 1 year
200081206.0,-90.674416,44.190083,fewer than 10 measurements
200158632.0,-90.45068,45.33418,fewer than 10 measurements
200025033.0,-88.44227,43.056187,fewer than 10 measurements
200080615.0,-90.76064,44.18086,fewer than 10 measurements
200010276.0,-89.3681,42.746,fewer than 10 measurements
200035309.0,-89.52020999999999,43.317936,fewer than 10 measurements
200017463.0,-88.49315,42.88759,fewer than 10 measurements
200037738.0,-90.86667,43.38222,fewer than 10 measurements
200013152.0,-90.542046,42.804153,fewer than 10 measurements
200052730.0,-88.49628,43.675602000000005,fewer than 10 measurements
200212457.0,-88.47916,43.13285,fewer than 10 measurements
200020414.0,-89.87206,42.95462,fewer than 10 measurements
200206027.0,-90.9495,46.689693,less than 1 year
200005016.0,-87.85048,42.6054,fewer than 10 measurements
200140316.0,-87.1752464,44.9877703,less than 1 year
200072001.0,-91.02021,44.061577,fewer than 10 measurements
200038959.0,-91.07624,43.397247,fewer than 10 measurements
200047787.0,-90.65171,43.57445,fewer than 10 measurements
200199672.0,-91.79111,46.393894,fewer than 10 measurements
200039480.0,-88.1611998,43.3931617,fewer than 10 measurements
200037428.0,-87.9656,43.348984,fewer than 10 measurements
200036912.0,-88.00329599999999,43.33829,fewer than 10 measurements
200205578.0,-91.0023,46.66623,fewer than 10 measurements
200211592.0,-87.81326,42.731606,fewer than 10 measurements
200050603.0,-90.65143,43.633106,less than 1 year
200038859.0,-90.89759,43.395504,fewer than 10 measurements
200211607.0,-88.2104,43.10179,less than 1 year
200212506.0,-92.61035,45.06621,fewer than 10 measurements
200210447.0,-90.7737,43.581905,less than 1 year
200014535.0,-88.93223,42.822685,less than 1 year
200020972.0,-87.87891,42.95223,fewer than 10 measurements
200114930.0,-89.03907,44.623318,fewer than 10 measurements
200051430.0,-90.77791,43.649944,fewer than 10 measurements
200148835.0,-92.55002,45.122887,fewer than 10 measurements
200102209.0,-89.04305,44.44247,fewer than 10 measurements
200211371.0,-88.37275,43.161594,less than 1 year
200199243.0,-91.78444,46.382523,fewer than 10 measurements
200130821.0,-89.67303000000001,44.84669,fewer than 10 measurements
200067253.0,-91.054695,44.002712,fewer than 10 measurements
200029759.0,-87.93145,43.16242,fewer than 10 measurements
200127344.0,-90.59861,44.809765000000006,fewer than 10 measurements
200128408.0,-90.94138,44.824047,fewer than 10 measurements
200047168.0,-88.26928000000001,43.552715,fewer than 10 measurements
200004108.0,-88.7906,42.595818,fewer than 10 measurements
200104636.0,-87.97977,44.456955,fewer than 10 measurements
200067149.0,-88.61294000000001,44.001926,fewer than 10 measurements
200016185.0,-88.82845999999999,42.858406,fewer than 10 measurements
200018025.0,-88.86365500000001,42.898598,less than 1 year
200050895.0,-90.75905,43.639854,fewer than 10 measurements
200024843.0,-89.94711459999999,43.053788,fewer than 10 measurements
200041500.0,-89.71461,43.45281,fewer than 10 measurements
200044786.0,-89.6846765,43.520329100000005,fewer than 10 measurements
200128108.0,-91.45978,44.805977,less than 1 year
200109610.0,-89.09066,44.540886,fewer than 10 measurements
200147014.0,-88.66318000000001,45.118324,fewer than 10 measurements
200036962.0,-90.84538,43.356907,fewer than 10 measurements
200170567.0,-91.943085,45.569206,fewer than 10 measurements
200125506.0,-90.71616,44.777874,fewer than 10 measurements
200120981.0,-89.25662,44.710564,less than 1 year
200197858.0,-91.803696,46.32201,fewer than 10 measurements
200028109.0,-89.43914000000001,43.140747,fewer than 10 measurements
200171601.0,-91.2063,45.60277,fewer than 10 measurements
200019425.0,-88.86668,42.927746,fewer than 10 measurements
200195612.0,-91.79064,46.241924,fewer than 10 measurements
200126951.0,-90.8382,44.799490000000006,fewer than 10 measurements
200040967.0,-88.08191,43.4239,fewer than 10 measurements
200212500.0,-91.54366,44.778294,fewer than 10 measurements
200068591.0,-89.37692,44.030495,fewer than 10 measurements
200130654.0,-91.649345,44.855618,less than 1 year
200203208.0,-91.96955,46.551304,fewer than 10 measurements
200017733.0,-88.23040999999999,42.886353,fewer than 10 measurements
200205577.0,-91.8042,46.650536,fewer than 10 measurements
200057901.0,-88.42211999999999,43.770947,fewer than 10 measurements
200210883.0,-89.00391,44.61558,fewer than 10 measurements
200013250.0,-90.4955,42.81212,fewer than 10 measurements
200041429.0,-89.82874,43.452843,fewer than 10 measurements
200174843.0,-90.34973,45.67771,fewer than 10 measurements
200041393.0,-89.79151,43.452812,fewer than 10 measurements
200042057.0,-89.6370797,43.4636476,fewer than 10 measurements
200042433.0,-89.60037,43.475594,fewer than 10 measurements
200042524.0,-89.6343422,43.47844310000001,fewer than 10 measurements
200080051.0,-90.926735,44.178738,fewer than 10 measurements
200050147.0,-88.48626,43.611935,fewer than 10 measurements
200023233.0,-90.7252143,43.0189991,less than 1 year
200136265.0,-91.395935,44.94381,fewer than 10 measurements
200045805.0,-88.1203041,43.5206444,fewer than 10 measurements
200033740.0,-88.25645,43.26566,less than 1 year
200028455.0,-88.5168903,43.1396972,fewer than 10 measurements
200012722.0,-88.89181500000001,42.78712,fewer than 10 measurements
200023984.0,-88.28778,43.020832,fewer than 10 measurements
200038656.0,-88.893585,43.380054,fewer than 10 measurements
200039879.0,-88.8645745,43.4078352,fewer than 10 measurements
200044272.0,-88.5487,43.503716,fewer than 10 measurements
200015066.0,-89.07875,42.84835,fewer than 10 measurements
200147663.0,-90.92608,45.13354,fewer than 10 measurements
200007636.0,-90.486206,42.68631,fewer than 10 measurements
200055914.0,-88.674675,43.74635,fewer than 10 measurements
200043696.0,-88.66337,43.495327,fewer than 10 measurements
200113557.0,-89.14893000000001,44.60451,fewer than 10 measurements
200211195.0,-90.99409,44.42652,fewer than 10 measurements
200212397.0,-91.500755,44.77284,fewer than 10 measurements
200165652.0,-91.307365,45.469322,fewer than 10 measurements
200042727.0,-88.31700000000001,43.47085,fewer than 10 measurements
200023390.0,-89.729355,43.022358,fewer than 10 measurements
200036609.0,-90.406494,43.351772,fewer than 10 measurements
200025776.0,-90.43301,43.077515000000005,fewer than 10 measurements
200008795.0,-90.55028,42.715,fewer than 10 measurements
200024021.0,-90.55291,43.04107,fewer than 10 measurements
200014989.0,-90.44502,42.845123,fewer than 10 measurements
200046243.0,-88.56111999999999,43.535652,fewer than 10 measurements
200200937.0,-91.111861,46.4716494,fewer than 10 measurements
200201803.0,-91.0798067,46.5080727,fewer than 10 measurements
200204007.0,-92.1367871,46.5815048,fewer than 10 measurements
200023767.0,-89.66578,43.03492,less than 1 year
200135070.0,-89.94603000000001,44.93097,fewer than 10 measurements
200136240.0,-89.96899,44.951336,fewer than 10 measurements
200135341.0,-90.00293,44.930775,fewer than 10 measurements
200016406.0,-89.1693696,42.875271600000005,less than 1 year
